Symbol,Price~,"Exp Date",Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",Delta,Time
TSLA,360.14,2025-05-30,Put,367.50,+1.33%,6,6.1,1367,467,2.93,61.68%,-0.750603,"11:04 ET"
PDD,96.76,2025-05-30,Call,97.00,+0.05%,0.25,0.4,1452,499,2.91,37.01%,0.38878,"11:04 ET"
LAES,3.51,2025-09-19,Put,2.50,-28.98%,0.45,0.6,2500,860,2.91,220.76%,-0.201274,"10:30 ET"
CVNA,323.69,2025-06-06,Call,330.00,-1.56%,6.9,7.15,760,262,2.9,51.34%,0.427343,"11:04 ET"
META,643.25,2025-06-06,Call,685.00,-5.95%,0.68,0.7,1471,511,2.88,29.35%,0.063783,"11:03 ET"
U,27.36,2025-06-06,Call,27.50,-3.07%,1.08,1.14,564,197,2.86,83.90%,0.435588,"11:04 ET"
NFLX,1195.36,2025-05-30,Call,"1,192.50",-0.21%,2.5,2.85,656,229,2.86,26.80%,0.411446,"11:04 ET"
PDD,96.76,2027-06-17,Call,175.00,-80.32%,7.85,9.3,750,265,2.83,37.01%,0.307921,"10:05 ET"
MDB,185.54,2025-06-06,Put,175.00,-5.54%,9.05,9.25,789,279,2.83,82.12%,-0.34862,"11:03 ET"
NFLX,1195.36,2025-05-30,Put,"1,190.00",0.00%,3.35,3.7,1881,665,2.83,26.80%,-0.481368,"11:04 ET"
TSLA,360.14,2025-06-06,Call,410.00,-13.05%,1.37,1.39,8272,2936,2.82,61.68%,0.093468,"11:05 ET"
UNH,302.51,2025-05-30,Put,297.50,-2.62%,0.16,0.28,2098,750,2.8,39.92%,-0.113616,"11:04 ET"
COST,1045.35,2025-05-30,Call,"1,040.00",-0.19%,3,3.3,2795,999,2.8,22.15%,0.385824,"11:03 ET"
NVDA,135.23,2025-06-06,Call,138.00,-0.59%,2.07,2.09,12339,4408,2.8,38.90%,0.416228,"11:04 ET"
META,643.25,2025-05-30,Put,640.00,-1.01%,0.98,1.03,5731,2061,2.78,29.35%,-0.25194,"11:05 ET"
CCL,23.04,2025-06-06,Call,23.00,+0.39%,0.53,0.55,1660,601,2.76,47.64%,0.52784,"11:01 ET"
CRWV,110.3,2025-05-30,Put,101.00,-6.26%,0.25,0.35,1285,468,2.75,111.53%,-0.10613,"11:03 ET"
PLTR,129.54,2025-06-06,Call,135.00,-4.92%,3.3,3.4,17486,6365,2.75,58.38%,0.399228,"11:05 ET"
NVDA,135.23,2025-06-06,Call,137.00,+0.14%,2.52,2.54,17716,6441,2.75,38.90%,0.471964,"11:05 ET"
NVDA,135.23,2025-06-06,Call,141.00,-2.78%,1.06,1.07,19498,7078,2.75,38.90%,0.260778,"11:04 ET"
CVNA,323.69,2025-05-30,Put,315.00,-3.06%,0.15,0.21,1022,377,2.71,51.34%,-0.056327,"11:00 ET"
SPRO,2.68,2025-06-20,Call,5.00,-88.68%,0.05,0.15,949,351,2.7,150.80%,0.169182,"11:03 ET"
PONY,19.27,2025-05-30,Call,19.50,+1.07%,0.4,0.5,1029,383,2.69,149.26%,0.476434,"11:02 ET"
META,643.25,2025-05-30,Put,635.00,-1.78%,0.27,0.3,4343,1616,2.69,29.35%,-0.087614,"11:01 ET"
MRNA,26.19,2025-06-06,Call,27.50,-5.49%,0.47,0.5,18300,6804,2.69,69.81%,0.302876,"11:03 ET"
META,643.25,2025-05-30,Put,637.50,-1.40%,0.53,0.57,2110,786,2.68,29.35%,-0.152137,"11:05 ET"
IONQ,40.47,2025-06-06,Call,44.00,-7.11%,1.16,1.28,693,261,2.66,99.00%,0.326254,"11:04 ET"
PLTR,129.54,2027-06-17,Call,170.00,-32.12%,38.25,39.5,2273,855,2.66,58.38%,0.603679,"11:04 ET"
NVDA,135.23,2025-05-30,Put,137.00,-0.14%,1.11,1.13,59803,22543,2.65,38.90%,-0.690754,"11:05 ET"
ZS,272.62,2025-06-13,Call,270.00,+0.43%,7.4,7.85,833,316,2.64,32.25%,0.544702,"10:31 ET"
IONQ,40.47,2025-05-30,Call,42.00,-2.24%,0.17,0.25,981,375,2.62,99.00%,0.221972,"11:04 ET"
X,52.99,2025-06-06,Put,53.00,-0.02%,1.01,1.47,776,300,2.59,32.77%,-0.472889,"10:59 ET"
GME,29.81,2025-07-18,Call,39.00,-29.22%,1.86,2.04,947,366,2.59,85.80%,0.312249,"10:20 ET"
META,643.25,2025-05-30,Put,642.50,-0.62%,1.7,1.78,2507,974,2.57,29.35%,-0.382751,"11:05 ET"
UNH,302.51,2025-05-30,Call,307.50,-0.65%,0.27,0.35,4925,1914,2.57,39.92%,0.135104,"11:04 ET"
NVDA,135.23,2025-05-30,Call,136.00,+0.87%,0.81,0.82,41872,16329,2.56,38.90%,0.549096,"11:05 ET"
COST,1045.35,2025-05-30,Call,"1,065.00",-2.60%,0.15,0.16,1128,443,2.55,22.15%,0.027124,"11:04 ET"
CRWV,110.3,2025-05-30,Call,107.00,+0.70%,2.25,2.45,1646,646,2.55,111.53%,0.577509,"11:03 ET"
OKLO,53.14,2025-06-06,Call,56.00,-4.17%,2.25,2.42,898,354,2.54,109.47%,0.409446,"10:58 ET"
PLTR,129.54,2025-06-06,Put,124.00,-3.63%,1.94,2,2156,851,2.53,58.38%,-0.256511,"11:05 ET"
NVDA,135.23,2025-06-06,Put,136.00,-0.87%,2.7,2.72,6382,2523,2.53,38.90%,-0.474008,"11:05 ET"
TSLA,360.14,2025-05-30,Put,365.00,+0.65%,4.15,4.2,6806,2694,2.53,61.68%,-0.639292,"11:05 ET"
PLTR,129.54,2025-06-06,Call,130.00,-1.03%,5.5,5.6,30576,12141,2.52,58.38%,0.555661,"11:05 ET"
COIN,249,2025-05-30,Call,247.50,-0.09%,1.19,1.34,761,303,2.51,55.72%,0.399692,"11:04 ET"
QBTS,16.04,2025-06-06,Call,16.50,-1.91%,1,1.05,1161,463,2.51,121.41%,0.503933,"11:00 ET"
NVDA,135.23,2027-12-17,Put,140.00,+2.05%,34.35,34.6,2911,1162,2.51,38.90%,-0.350571,"11:04 ET"
AEG,7.18,2026-01-16,Call,7.50,-4.46%,0.35,0.5,553,221,2.5,52.37%,0.414356,"10:48 ET"
GAP,22.28,2025-05-30,Put,22.00,-3.08%,0.14,0.16,5124,2047,2.5,42.80%,-0.314661,"11:03 ET"
DELL,111.66,2025-06-06,Call,118.00,-4.86%,0.82,1.2,1070,433,2.47,40.85%,0.251171,"11:01 ET"
META,643.25,2025-06-06,Call,642.50,+0.62%,11.45,11.65,698,284,2.46,29.35%,0.543946,"11:04 ET"
U,27.36,2025-06-06,Call,26.00,+2.55%,1.63,1.76,1661,676,2.46,83.90%,0.60053,"11:04 ET"
PM,179.94,2025-08-15,Call,185.00,-3.22%,6.4,6.6,1050,428,2.45,23.36%,0.433106,"10:49 ET"
BA,205.55,2025-06-06,Put,197.50,-4.86%,0.81,0.88,1021,422,2.42,28.77%,-0.165952,"11:08 ET"
ALAB,89.35,2025-06-20,Put,90.00,-0.61%,5.4,5.8,508,211,2.41,64.91%,-0.470869,"10:56 ET"
TSLA,360.14,2025-06-06,Call,375.00,-3.40%,6.75,6.85,8587,3556,2.41,61.68%,0.356346,"11:05 ET"
TSLA,360.14,2025-07-03,Put,360.00,-0.73%,25.6,25.85,913,384,2.38,61.68%,-0.441384,"10:54 ET"
CRWV,110.3,2025-05-30,Put,107.00,-0.70%,1.5,1.65,2067,869,2.38,111.53%,-0.42458,"11:04 ET"
AMD,110.91,2025-06-06,Call,112.00,-0.30%,2.11,2.13,2214,930,2.38,41.59%,0.464193,"11:08 ET"
PLTR,129.54,2025-06-06,Call,122.00,+5.18%,10.8,11.05,3024,1268,2.38,58.38%,0.780143,"11:05 ET"
PLTR,129.54,2025-06-06,Put,125.00,-2.85%,2.21,2.27,6512,2747,2.37,58.38%,-0.284958,"11:05 ET"
MRVL,60.53,2025-06-06,Put,58.00,-4.51%,0.75,0.88,680,289,2.35,54.51%,-0.273971,"11:01 ET"
TTD,74.71,2025-06-06,Call,77.00,-3.38%,0.97,1.22,668,285,2.34,44.54%,0.327529,"11:03 ET"
PLTR,129.54,2025-05-30,Call,130.00,-1.03%,2.18,2.2,47425,20257,2.34,58.38%,0.609925,"11:05 ET"
SMMT,19.48,2025-06-20,Put,16.00,-17.74%,0.55,0.65,515,222,2.32,95.53%,-0.209988,"10:49 ET"
BABA,113.62,2025-06-06,Put,113.00,-1.21%,1.62,1.68,1181,510,2.32,35.69%,-0.409524,"11:00 ET"
MSTR,366.11,2025-05-30,Call,380.00,-3.66%,0.29,0.31,11478,4951,2.32,59.40%,0.069579,"11:04 ET"
PLTR,129.54,2025-05-30,Call,129.00,-0.26%,2.8,2.94,25330,10904,2.32,58.38%,0.696892,"11:05 ET"
SEDG,17.9,2025-05-30,Call,17.50,+0.79%,0.27,0.34,851,369,2.31,104.62%,0.621825,"11:00 ET"
HOOD,64.94,2025-06-06,Put,58.00,-9.52%,0.36,0.38,2434,1052,2.31,64.10%,-0.119835,"11:00 ET"
TSLA,360.14,2025-06-06,Call,360.00,+0.73%,12.95,13.05,17955,7769,2.31,61.68%,0.553517,"11:05 ET"
RRGB,5.15,2025-07-18,Call,5.00,+2.72%,0.8,0.9,595,259,2.3,119.04%,0.625119,"10:49 ET"
ASTS,23.13,2025-07-03,Call,26.00,-11.92%,1.28,1.43,1010,440,2.3,79.45%,0.383978,"10:38 ET"
PLTR,129.54,2025-05-30,Call,126.00,+2.08%,5.2,5.6,14777,6411,2.3,58.38%,0.861635,"11:05 ET"
NFLX,1195.36,2025-05-30,Call,"1,197.50",-0.63%,1.05,1.24,650,284,2.29,26.80%,0.220078,"11:02 ET"
NFLX,1195.36,2025-05-30,Call,"1,200.00",-0.84%,0.78,0.82,4904,2147,2.28,26.80%,0.15768,"11:05 ET"
NVDA,135.23,2025-06-06,Put,137.00,-0.14%,3.2,3.25,8369,3663,2.28,38.90%,-0.530369,"11:05 ET"
UNH,302.51,2025-05-30,Put,300.00,-1.80%,0.51,0.55,7960,3508,2.27,39.92%,-0.225575,"11:04 ET"
CIEN,79.79,2025-10-17,Call,90.00,-12.53%,5.8,6.2,765,338,2.26,57.56%,0.42189,"10:30 ET"
COST,1045.35,2025-05-30,Call,"1,055.00",-1.64%,0.4,0.45,1568,695,2.26,22.15%,0.077986,"11:04 ET"
HIMS,55.2,2025-05-30,Call,53.00,+3.36%,2.17,2.43,1965,875,2.25,91.95%,0.820508,"11:02 ET"
MRVL,60.53,2025-06-06,Call,60.00,+1.22%,2.17,2.31,2361,1049,2.25,54.51%,0.568283,"11:04 ET"
TSLA,360.14,2025-06-06,Call,355.00,+2.11%,15.7,15.85,4906,2185,2.25,61.68%,0.621372,"11:05 ET"
PLTR,129.54,2025-05-30,Call,131.00,-1.81%,1.63,1.65,15236,6785,2.25,58.38%,0.511668,"11:05 ET"
AMD,110.91,2026-02-20,Put,120.00,+7.46%,19.95,20.1,1201,535,2.24,41.59%,-0.490275,"10:52 ET"
RGTI,12.23,2025-05-30,Call,12.50,-0.81%,0.12,0.13,3097,1381,2.24,102.45%,0.387652,"11:04 ET"
PLTR,129.54,2025-05-30,Call,132.00,-2.59%,1.14,1.2,12579,5612,2.24,58.38%,0.4146,"11:05 ET"
PLTR,129.54,2025-05-30,Call,125.00,+2.85%,6.35,6.6,22719,10147,2.24,58.38%,0.856825,"11:04 ET"
HIMS,55.2,2025-06-06,Call,55.00,-0.29%,2.93,3.05,1827,819,2.23,91.95%,0.537798,"11:04 ET"
HPQ,24.75,2025-07-18,Put,23.00,-7.11%,0.51,0.67,1628,733,2.22,32.77%,-0.260127,"11:04 ET"
PLTR,129.54,2025-06-06,Call,127.00,+1.30%,7.2,7.45,3230,1454,2.22,58.38%,0.646558,"11:04 ET"
SMCI,39.8,2025-05-30,Call,40.50,-0.47%,0.19,0.21,2512,1137,2.21,71.14%,0.311727,"11:04 ET"
PLTR,129.54,2025-05-30,Call,134.00,-4.14%,0.56,0.62,6303,2861,2.2,58.38%,0.248492,"11:05 ET"
META,643.25,2025-05-30,Call,637.50,+1.40%,7.15,7.4,1792,819,2.19,29.35%,0.894249,"11:02 ET"
PDD,96.76,2025-08-15,Put,90.00,-7.26%,3.6,3.7,4056,1861,2.18,37.01%,-0.299297,"10:59 ET"
INTC,19.73,2025-06-06,Call,20.00,-0.45%,0.4,0.41,4348,1997,2.18,43.66%,0.453666,"11:05 ET"
MRNA,26.19,2026-03-20,Call,65.00,-149.33%,0.8,0.89,600,277,2.17,69.81%,0.133619,"09:59 ET"
OKLO,53.14,2025-05-30,Call,53.00,+1.41%,0.82,1,1682,774,2.17,109.47%,0.546539,"11:04 ET"
NFLX,1195.36,2025-05-30,Put,"1,182.50",-0.63%,1,1.04,561,260,2.16,26.80%,-0.19818,"11:05 ET"
AMZN,204.08,2025-06-06,Call,207.50,-1.17%,2.01,2.02,8395,3894,2.16,28.52%,0.373899,"11:08 ET"
JPM,264.08,2025-06-06,Call,272.50,-2.99%,0.42,0.43,637,296,2.15,22.45%,0.122943,"10:45 ET"
U,27.36,2025-05-30,Call,26.50,+0.67%,0.5,0.56,1096,510,2.15,83.90%,0.546961,"11:04 ET"
CRWV,110.3,2025-05-30,Call,110.00,-2.09%,0.9,1.05,6895,3217,2.14,111.53%,0.330576,"11:04 ET"
PLTR,129.54,2025-06-06,Call,137.00,-6.47%,2.64,2.74,9244,4318,2.14,58.38%,0.34227,"11:05 ET"
GOOG,170.77,2025-05-30,Put,170.00,-1.12%,0.21,0.22,11725,5467,2.14,27.44%,-0.207488,"11:04 ET"
DJT,21.73,2025-07-18,Call,22.00,-7.06%,2.1,2.18,559,263,2.13,93.17%,0.487997,"10:56 ET"
DELL,111.66,2025-05-30,Put,112.00,-0.47%,0.5,0.6,1164,546,2.13,40.85%,-0.343453,"11:04 ET"
AMD,110.91,2025-05-30,Put,111.00,-0.60%,0.45,0.47,10437,4911,2.13,41.59%,-0.441608,"11:09 ET"
XYZ,61.61,2025-06-06,Call,62.00,-0.42%,1.32,1.37,1938,913,2.12,43.98%,0.474702,"11:02 ET"
ULTA,469.6,2025-05-30,Call,480.00,-1.13%,1.25,1.6,717,340,2.11,30.36%,0.262674,"11:04 ET"
BAC,44.04,2026-12-18,Put,45.00,+1.95%,5.7,5.8,1001,475,2.11,24.40%,-0.429615,"10:54 ET"
MSTR,366.11,2025-05-30,Put,367.50,+0.25%,4.3,4.6,1896,900,2.11,59.40%,-0.626419,"10:59 ET"
CSCO,62.6,2025-06-20,Put,62.00,-1.46%,0.74,0.77,969,464,2.09,18.99%,-0.379041,"11:03 ET"
WMT,97.84,2025-06-06,Put,98.00,+0.16%,1.15,1.17,1419,678,2.09,21.44%,-0.505834,"11:04 ET"
PBR,11.57,2026-01-16,Call,11.00,+4.93%,1.15,1.31,911,438,2.08,57.98%,0.622614,"10:37 ET"
META,643.25,2025-06-06,Put,645.00,-0.24%,10.3,10.5,1060,509,2.08,29.35%,-0.496274,"11:04 ET"
OKLO,53.14,2025-05-30,Call,54.00,-0.45%,0.44,0.53,1997,959,2.08,109.47%,0.34652,"11:05 ET"
GOOGL,169.61,2025-06-06,Put,162.50,-4.84%,0.41,0.42,3932,1910,2.06,27.45%,-0.118928,"11:03 ET"
TSLA,360.14,2025-05-30,Call,370.00,-2.02%,0.55,0.57,37469,18169,2.06,61.68%,0.151788,"11:05 ET"
PANW,190.6,2025-06-06,Put,185.00,-2.53%,1.04,1.28,748,364,2.05,27.39%,-0.24609,"11:02 ET"
PLTR,129.54,2025-05-30,Call,128.00,+0.52%,3.6,3.8,22202,10808,2.05,58.38%,0.764724,"11:05 ET"
SOFI,13.16,2025-08-15,Put,12.00,-9.02%,0.87,0.9,600,294,2.04,51.38%,-0.312063,"10:26 ET"
PLTR,129.54,2025-06-06,Call,126.00,+2.08%,7.95,8.15,4348,2143,2.03,58.38%,0.678049,"11:05 ET"
CVNA,323.69,2025-06-06,Call,345.00,-6.18%,2.53,2.69,751,371,2.02,51.34%,0.207961,"10:52 ET"
CRWV,110.3,2025-06-06,Call,115.00,-6.73%,3.9,4.2,942,466,2.02,111.53%,0.373935,"11:03 ET"
NVDA,135.23,2025-06-27,Put,132.00,-3.78%,3.8,3.9,1139,563,2.02,38.90%,-0.357788,"11:01 ET"
TSLA,360.14,2025-06-06,Put,352.50,-2.80%,7.05,7.15,1757,871,2.02,61.68%,-0.346763,"11:05 ET"
TSLA,360.14,2025-06-13,Put,355.00,-2.11%,13.75,13.8,1452,723,2.01,61.68%,-0.404444,"11:05 ET"
OKLO,53.14,2025-05-30,Call,52.00,+3.27%,1.43,1.83,1483,739,2.01,109.47%,0.738704,"11:02 ET"
TSLA,360.14,2025-06-06,Call,380.00,-4.78%,5.35,5.45,13502,6751,2,61.68%,0.299255,"11:05 ET"
SLQT,2.17,2025-07-18,Call,2.00,+7.41%,0.3,0.4,1000,502,1.99,81.73%,0.682573,"10:15 ET"
TIGR,7.86,2025-06-20,Put,7.50,-4.82%,0.19,0.24,1121,562,1.99,53.87%,-0.309602,"10:30 ET"
NIO,3.56,2026-06-18,Put,3.50,-1.69%,0.88,0.9,20322,10224,1.99,66.94%,-0.336349,"10:48 ET"
LLY,735.13,2025-07-18,Call,760.00,-3.55%,33.7,34.55,784,395,1.98,42.44%,0.446714,"11:01 ET"
ANF,80.2,2025-06-20,Call,85.00,-4.77%,2.45,2.6,1306,660,1.98,52.93%,0.379253,"11:05 ET"
MSFT,458.64,2025-05-30,Put,457.50,-0.40%,0.68,0.73,5028,2540,1.98,18.86%,-0.332176,"11:04 ET"
PLTR,129.54,2025-05-30,Call,124.00,+3.63%,7.1,7.55,8215,4143,1.98,58.38%,0.924842,"11:04 ET"
BABA,113.62,2025-06-06,Call,123.00,-7.54%,0.25,0.28,1034,528,1.96,35.69%,0.088709,"11:03 ET"
NFLX,1195.36,2025-05-30,Call,"1,190.00",0.00%,3.5,4.2,1829,932,1.96,26.80%,0.520098,"11:04 ET"
PLTR,129.54,2025-06-06,Call,132.00,-2.59%,4.5,4.7,3945,2015,1.96,58.38%,0.492012,"11:05 ET"
ULTA,469.6,2025-05-30,Call,495.00,-4.29%,0.15,0.2,2057,1054,1.95,30.36%,0.035874,"11:04 ET"
DELL,111.66,2025-05-30,Put,111.00,-1.36%,0.26,0.33,954,492,1.94,40.85%,-0.212097,"11:04 ET"
NFLX,1195.36,2025-05-30,Put,"1,185.00",-0.42%,1.57,1.73,954,492,1.94,26.80%,-0.276413,"11:04 ET"
COO,68.39,2025-06-20,Put,70.00,+2.53%,3.2,3.6,1002,516,1.94,35.68%,-0.626342,"10:55 ET"
META,643.25,2025-05-30,Call,645.00,+0.24%,2.03,2.13,6303,3257,1.94,29.35%,0.462904,"11:05 ET"
PLTR,129.54,2025-05-30,Call,127.00,+1.30%,4.35,4.65,26143,13526,1.93,58.38%,0.82212,"11:05 ET"
WDC,52.14,2025-07-18,Put,52.50,+0.25%,2.86,2.95,670,350,1.91,37.53%,-0.484982,"10:40 ET"
RIO,59.35,2025-07-18,Call,57.50,+3.59%,3.6,3.8,1005,527,1.91,24.34%,0.607251,"10:33 ET"
NPWR,2.025,2025-06-20,Call,5.00,-125.23%,0.1,0.15,1660,867,1.91,191.95%,0.172742,"11:04 ET"
AMD,110.91,2025-06-06,Put,111.00,-0.60%,2.28,2.3,1418,748,1.9,41.59%,-0.472514,"11:08 ET"
NVDA,135.23,2025-06-13,Call,137.00,+0.14%,3.8,3.85,2481,1304,1.9,38.90%,0.492441,"11:04 ET"
NVDA,135.23,2025-06-13,Call,138.00,-0.59%,3.3,3.4,3365,1773,1.9,38.90%,0.453883,"11:04 ET"
PLTR,129.54,2025-06-06,Put,126.00,-2.08%,2.52,2.6,1278,675,1.89,58.38%,-0.316063,"11:05 ET"
NFLX,1195.36,2025-05-30,Put,"1,175.00",-1.26%,0.34,0.4,2116,1120,1.89,26.80%,-0.073083,"11:04 ET"
ETSY,54.48,2025-05-30,Call,55.00,-1.27%,0.09,0.11,1158,615,1.88,37.15%,0.203564,"11:03 ET"
META,643.25,2025-06-06,Call,645.00,+0.24%,10.1,10.25,1688,898,1.88,29.35%,0.505402,"11:04 ET"
QIPT,1.835,2025-07-18,Call,2.5000,-42.85%,0.1,0.15,1751,932,1.88,141.97%,0.329787,"11:04 ET"
PDD,96.76,2025-06-06,Call,99.00,-2.01%,1.08,1.2,1278,687,1.86,37.01%,0.341459,"11:01 ET"
SMCI,39.8,2025-05-30,Put,39.50,-2.01%,0.16,0.18,3467,1875,1.85,71.14%,-0.280709,"11:05 ET"
TSLA,360.14,2025-05-30,Put,347.50,-4.18%,0.1,0.11,10345,5590,1.85,61.68%,-0.033129,"11:04 ET"
UNH,302.51,2025-05-30,Put,305.00,-0.16%,2.59,2.99,2144,1171,1.83,39.92%,-0.67307,"11:04 ET"
NFLX,1195.36,2025-05-30,Call,"1,210.00",-1.68%,0.13,0.17,2256,1230,1.83,26.80%,0.033674,"11:05 ET"
TIGR,7.86,2025-06-20,Call,8.00,-1.52%,0.38,0.42,2265,1247,1.82,53.87%,0.501664,"11:00 ET"
COST,1045.35,2025-05-30,Put,"1,000.00",-3.66%,0.1,0.14,1587,877,1.81,22.15%,-0.018364,"11:02 ET"
MARA,14.56,2025-06-06,Call,16.50,-13.25%,0.11,0.12,11506,6351,1.81,74.76%,0.139232,"11:04 ET"
NVDA,135.23,2025-05-30,Put,138.00,+0.59%,1.89,1.91,33505,18578,1.8,38.90%,-0.879971,"11:05 ET"
MSTR,366.11,2025-06-06,Call,367.50,-0.25%,10.3,10.55,500,280,1.79,59.40%,0.484129,"11:04 ET"
META,643.25,2025-05-30,Call,650.00,-0.54%,0.49,0.51,8316,4646,1.79,29.35%,0.164094,"11:05 ET"
APP,383.62,2025-06-06,Call,420.00,-8.10%,4.7,5.1,848,476,1.78,70.67%,0.221945,"11:06 ET"
LVWR,4.55,2025-06-20,Put,4.00,-13.79%,0.8,0.85,1087,612,1.78,208.51%,-0.311893,"11:04 ET"
NTAP,100.19,2025-05-30,Call,100.00,+0.70%,1.1,1.25,717,404,1.77,29.98%,0.646145,"10:59 ET"
CORZ,10.76,2025-05-30,Call,10.50,+2.23%,0.16,0.34,1781,1007,1.77,69.49%,0.807413,"10:51 ET"
COIN,249,2025-05-30,Put,245.00,-0.92%,1.1,1.24,2461,1392,1.77,55.72%,-0.375149,"11:04 ET"
OKLO,53.14,2025-05-30,Put,53.00,-1.41%,0.66,0.79,2623,1486,1.77,109.47%,-0.455345,"11:04 ET"
PLTR,129.54,2025-05-30,Call,133.00,-3.37%,0.85,0.87,11565,6522,1.77,58.38%,0.325135,"11:05 ET"
SLB,33.17,2026-03-20,Call,42.50,-27.74%,1.18,1.25,697,396,1.76,34.70%,0.244699,"10:29 ET"
DG,97.71,2025-05-30,Call,98.00,-0.14%,0.19,0.28,508,291,1.75,48.06%,0.342719,"11:02 ET"
MU,94.58,2025-05-30,Call,93.00,+2.00%,1.8,1.93,645,368,1.75,60.03%,0.872729,"11:02 ET"
FCX,38.37,2025-06-20,Call,44.00,-14.05%,0.14,0.16,5817,3333,1.75,40.99%,0.090867,"10:52 ET"
APO,129.62,2026-03-20,Put,115.00,-11.66%,10,10.4,500,288,1.74,36.11%,-0.282376,"10:43 ET"
DELL,111.66,2025-06-06,Put,115.00,+2.19%,3.8,3.95,509,292,1.74,40.85%,-0.605104,"11:03 ET"
CVNA,323.69,2025-05-30,Put,320.00,-1.52%,0.62,0.76,558,320,1.74,51.34%,-0.209774,"11:05 ET"
AVGO,239.9,2025-05-30,Put,237.50,-1.83%,0.23,0.25,1493,859,1.74,49.92%,-0.140486,"11:08 ET"
XOM,101.82,2025-05-30,Call,102.00,+0.24%,0.25,0.28,623,361,1.73,24.05%,0.450939,"11:03 ET"
MSTR,366.11,2025-06-06,Put,362.50,-1.12%,9.85,10.1,654,377,1.73,59.40%,-0.446828,"11:04 ET"
CRWV,110.3,2025-05-30,Put,104.00,-3.48%,0.65,0.75,843,486,1.73,111.53%,-0.219963,"11:04 ET"
CRM,264.36,2025-05-30,Call,265.00,-0.57%,0.54,0.67,1100,636,1.73,28.30%,0.278898,"11:05 ET"
PLTR,129.54,2025-05-30,Call,122.00,+5.18%,9.15,9.5,3144,1821,1.73,58.38%,0.906431,"11:05 ET"
AAPL,198.88,2025-06-06,Call,202.50,-1.54%,1.81,1.83,9824,5697,1.72,30.35%,0.352837,"11:08 ET"
TSLA,360.14,2025-09-19,Put,365.00,+0.65%,49.05,49.25,654,382,1.71,61.68%,-0.42863,"11:00 ET"
TSLA,360.14,2025-06-06,Call,365.00,-0.65%,10.55,10.65,8377,4897,1.71,61.68%,0.485416,"11:05 ET"
LLY,735.13,2025-05-30,Call,730.00,+0.54%,4.9,5.75,810,476,1.7,42.44%,0.648355,"11:04 ET"
MRNA,26.19,2026-06-18,Call,45.00,-72.61%,3,3.2,1154,679,1.7,69.81%,0.354178,"10:54 ET"
PLTR,129.54,2025-06-06,Put,122.00,-5.18%,1.45,1.53,1695,998,1.7,58.38%,-0.204558,"11:04 ET"
AAPL,198.88,2025-06-06,Put,197.50,-0.97%,2.38,2.4,3667,2158,1.7,30.35%,-0.402844,"11:08 ET"
PLTR,129.54,2025-06-06,Call,133.00,-3.37%,4,4.2,4975,2926,1.7,58.38%,0.460023,"11:05 ET"
TSLA,360.14,2025-06-13,Put,357.50,-1.42%,14.9,15,1038,614,1.69,61.68%,-0.426898,"11:03 ET"
CRWV,110.3,2025-05-30,Call,108.00,-0.23%,1.7,1.95,1155,685,1.69,111.53%,0.494863,"11:04 ET"
COST,1045.35,2025-05-30,Call,"1,025.00",+1.25%,11.9,13.15,768,458,1.68,22.15%,0.859852,"11:04 ET"
ZS,272.62,2025-05-30,Call,275.00,-1.41%,0.5,0.67,1273,757,1.68,32.25%,0.207191,"11:04 ET"
UBER,83.49,2025-09-19,Call,125.00,-48.81%,0.33,0.44,3456,2073,1.67,38.04%,0.058087,"11:04 ET"
SNOW,204.09,2025-08-15,Put,170.00,-16.34%,2.72,2.83,1870,1135,1.65,34.81%,-0.13414,"11:04 ET"
PLTR,129.54,2025-06-06,Call,125.00,+2.85%,8.5,8.8,6244,3776,1.65,58.38%,0.707233,"11:04 ET"
HAL,19.62,2025-06-20,Call,20.50,-3.80%,0.37,0.4,522,319,1.64,38.89%,0.340806,"10:14 ET"
MSFT,458.64,2025-05-30,Put,460.00,+0.14%,1.76,1.88,2138,1306,1.64,18.86%,-0.643352,"11:03 ET"
NVDA,135.23,2025-06-06,Call,142.00,-3.51%,0.84,0.85,26001,15852,1.64,38.90%,0.218699,"11:05 ET"
PLTR,129.54,2025-06-27,Put,130.00,+1.03%,7.85,8.05,584,358,1.63,58.38%,-0.441671,"11:04 ET"
MSTR,366.11,2025-06-06,Call,365.00,+0.43%,11.5,11.7,852,527,1.62,59.40%,0.519163,"11:02 ET"
MSTR,366.11,2025-05-30,Put,360.00,-1.80%,1.17,1.26,4298,2658,1.62,59.40%,-0.255195,"11:04 ET"
AI,26.71,2025-06-06,Put,26.00,-5.14%,0.42,0.45,625,388,1.61,56.78%,-0.292239,"11:02 ET"
TSLA,360.14,2025-06-06,Put,347.50,-4.18%,5.35,5.45,1864,1161,1.61,61.68%,-0.284807,"11:03 ET"
RILY,3.11,2025-06-06,Put,3.00,-4.76%,0.11,0.14,2038,1283,1.59,106.00%,-0.390012,"11:03 ET"
GOOG,170.77,2025-05-30,Call,172.50,-0.33%,0.24,0.25,5721,3604,1.59,27.44%,0.258225,"11:04 ET"
MRVL,60.53,2025-06-20,Put,57.00,-6.16%,1.6,1.7,581,367,1.58,54.51%,-0.297174,"11:04 ET"
JPM,264.08,2025-06-06,Call,267.50,-1.10%,1.61,1.64,701,446,1.57,22.45%,0.331336,"10:56 ET"
