Symbol,Price~,"Exp Date",Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",Delta,Time
CSX,32.81,2025-08-15,Call,35.00,-7.26%,0.65,0.7,4813,1561,3.08,19.60%,0.309791,"11:51 ET"
AMD,123,2025-06-20,Put,123.00,+1.12%,3.75,3.85,589,194,3.04,40.28%,-0.519823,"11:51 ET"
RBRK,87.97,2025-06-20,Put,85.00,-2.91%,1.5,1.6,1748,575,3.04,50.42%,-0.289818,"11:51 ET"
CHWY,45.34,2025-09-19,Put,40.00,-11.25%,2.4,2.47,2115,699,3.03,55.29%,-0.267509,"11:33 ET"
CRWV,152.8,2025-06-13,Put,148.00,-2.27%,6.25,6.65,606,201,3.01,129.93%,-0.37628,"11:51 ET"
NBIS,50.89,2025-06-13,Call,50.50,-1.18%,1.9,2.1,611,204,3,88.34%,0.505879,"11:49 ET"
T,28.58,2026-01-16,Call,26.00,+8.58%,3.7,3.8,1053,353,2.98,23.15%,0.694903,"11:26 ET"
ANET,93.46,2025-06-13,Call,98.00,-4.90%,0.3,0.4,778,262,2.97,39.73%,0.170288,"11:45 ET"
AVGO,245.32,2025-06-13,Call,242.50,+0.04%,4.4,4.5,2274,780,2.92,36.45%,0.573642,"11:50 ET"
CRWV,152.8,2025-06-20,Call,220.00,-45.28%,1.2,1.32,526,182,2.89,129.93%,0.082743,"11:49 ET"
TSM,212.01,2025-06-13,Put,212.50,+0.92%,3.6,3.7,830,287,2.89,31.24%,-0.56788,"11:51 ET"
META,697.93,2025-06-13,Call,727.50,-4.87%,0.79,0.81,552,192,2.88,28.39%,0.083199,"11:49 ET"
AFRM,60.55,2025-06-13,Put,60.00,-0.71%,1.31,1.35,794,276,2.88,57.13%,-0.44564,"11:45 ET"
YPF,36.05,2025-07-18,Call,37.00,-4.02%,1.65,1.8,1746,606,2.88,45.63%,0.457202,"11:35 ET"
GOOGL,180.15,2025-07-11,Call,200.00,-11.70%,0.75,0.79,687,241,2.85,26.89%,0.111142,"11:50 ET"
TGT,101.79,2025-06-13,Call,102.00,+0.24%,1.64,1.74,2644,930,2.84,34.01%,0.53899,"11:49 ET"
TSLA,318.14,2025-06-13,Call,340.00,-6.91%,2.5,2.52,32565,11502,2.83,62.49%,0.200664,"11:51 ET"
ETSY,62.65,2025-06-20,Put,63.00,+0.57%,1.95,2.03,884,313,2.82,42.04%,-0.505761,"11:44 ET"
PLTR,131.61,2025-06-13,Put,130.00,-0.35%,2.26,2.31,9629,3425,2.81,54.84%,-0.403627,"11:51 ET"
NBIS,50.89,2025-06-13,Call,53.00,-6.19%,1.05,1.15,2847,1024,2.78,88.34%,0.32599,"11:48 ET"
MSTR,390.16,2025-08-15,Put,370.00,-4.44%,30.05,30.35,585,211,2.77,52.17%,-0.363794,"11:31 ET"
CVE,14.18,2025-07-18,Call,15.00,-6.38%,0.25,0.3,1495,541,2.76,35.00%,0.310013,"11:50 ET"
TSLA,318.14,2025-06-13,Call,330.00,-3.76%,4.65,4.75,40769,14828,2.75,62.49%,0.329386,"11:51 ET"
QXO,20.05,2025-06-20,Call,21.00,-4.53%,0.4,0.45,1715,629,2.73,53.54%,0.340566,"11:51 ET"
ASAN,14.52,2025-12-19,Put,12.50,-13.97%,1.3,1.4,1000,368,2.72,45.83%,-0.272866,"10:36 ET"
NVTS,8.25,2025-06-20,Call,8.50,-10.10%,0.5,0.55,787,294,2.68,130.53%,0.426489,"11:50 ET"
CLOV,3.01,2025-06-20,Call,3.00,+0.33%,0.02,0.14,500,187,2.67,53.17%,0.530149,"11:29 ET"
GCT,18.78,2026-01-16,Put,15.00,-20.63%,1.6,1.8,500,187,2.67,60.22%,-0.230445,"10:49 ET"
ADI,233.47,2025-08-15,Put,210.00,-9.50%,3.3,3.7,617,231,2.67,27.32%,-0.1945,"10:45 ET"
VKTX,29,2025-07-18,Call,35.00,-19.54%,1.28,1.41,813,305,2.67,70.54%,0.306288,"11:44 ET"
ASO,44.15,2025-06-13,Put,44.00,-1.43%,0.6,0.75,882,331,2.66,41.68%,-0.38538,"11:49 ET"
CELH,42.84,2025-06-13,Call,43.00,-0.82%,0.78,0.8,4316,1640,2.63,51.65%,0.472406,"11:50 ET"
AFRM,60.55,2025-06-20,Put,60.00,-0.71%,2.14,2.18,2444,932,2.62,57.13%,-0.45074,"11:51 ET"
PLTR,131.61,2025-06-13,Put,131.00,+0.41%,2.7,2.73,4169,1592,2.62,54.84%,-0.456077,"11:51 ET"
INTC,20.9,2025-06-27,Call,21.50,-3.42%,0.48,0.5,3933,1507,2.61,41.14%,0.38868,"11:44 ET"
NVO,79.91,2025-06-13,Call,79.00,+0.59%,1.71,1.78,875,336,2.6,46.47%,0.554471,"11:44 ET"
PONY,13.02,2025-06-13,Call,13.50,-3.45%,0.36,0.43,1697,652,2.6,155.83%,0.41204,"11:50 ET"
TSLA,318.14,2025-06-20,Call,312.50,+1.74%,16.75,16.85,3133,1209,2.59,62.49%,0.602353,"11:49 ET"
MARA,16.35,2025-07-03,Call,16.50,-2.04%,0.97,1.02,778,301,2.58,68.36%,0.496972,"11:37 ET"
CRWV,152.8,2025-06-13,Call,152.50,-0.71%,7.4,7.7,2504,969,2.58,129.93%,0.544745,"11:50 ET"
RUM,9.44,2025-10-17,Call,15.00,-60.26%,0.6,0.7,3506,1357,2.58,80.95%,0.26748,"11:41 ET"
AMD,123,2025-06-13,Put,122.00,+0.30%,2.33,2.36,5251,2032,2.58,40.28%,-0.477289,"11:51 ET"
NVDA,143.02,2025-07-25,Call,152.50,-7.27%,3.65,3.75,676,263,2.57,35.43%,0.335192,"11:48 ET"
RXRX,5.68,2026-01-16,Put,2.50,-55.28%,0.15,0.25,1200,468,2.56,105.02%,-0.062586,"09:49 ET"
SMLR,30.45,2025-06-20,Call,30.00,+0.33%,1.9,2.2,762,300,2.54,97.57%,0.550594,"11:48 ET"
TEM,67.7,2025-06-13,Call,69.00,-3.45%,1.5,1.65,1159,456,2.54,84.74%,0.385399,"11:48 ET"
TSLA,318.14,2025-06-13,Put,297.50,-6.46%,2.12,2.14,5533,2176,2.54,62.49%,-0.163984,"11:51 ET"
TSLA,318.14,2025-06-13,Call,342.50,-7.69%,2.14,2.16,5809,2291,2.54,62.49%,0.176167,"11:51 ET"
PLTR,131.61,2025-06-13,Call,134.00,-2.71%,1.94,2,10555,4177,2.53,54.84%,0.385987,"11:51 ET"
ILMN,88.35,2025-06-20,Call,89.00,-0.17%,2.2,2.55,526,209,2.52,42.55%,0.484136,"11:33 ET"
SHOO,26.13,2025-07-18,Call,25.00,+4.21%,2.2,2.35,4713,1887,2.5,45.29%,0.625333,"11:41 ET"
NFLX,1187.99,2025-06-13,Call,"1,180.00",+0.41%,19.4,20.3,563,226,2.49,26.78%,0.61154,"11:50 ET"
IOT,40.92,2025-06-20,Call,40.00,+3.31%,1.75,1.9,958,384,2.49,43.71%,0.659333,"11:11 ET"
MSTR,390.16,2025-06-13,Put,387.50,+0.08%,6.5,6.6,1421,570,2.49,52.17%,-0.445538,"11:51 ET"
NVDA,143.02,2025-07-25,Put,145.00,+1.99%,8.1,8.2,606,244,2.48,35.43%,-0.512755,"11:32 ET"
TSLA,318.14,2025-06-20,Call,322.50,-1.41%,11.75,11.8,2532,1025,2.47,62.49%,0.48271,"11:51 ET"
AMAT,173.41,2025-06-13,Call,180.00,-4.48%,0.56,0.6,1090,443,2.46,35.10%,0.161265,"11:45 ET"
META,697.93,2025-06-13,Put,695.00,+0.19%,7.1,7.25,2672,1085,2.46,28.39%,-0.455254,"11:51 ET"
AMD,123,2025-06-13,Call,124.00,-1.94%,1.71,1.72,8436,3427,2.46,40.28%,0.397796,"11:51 ET"
WES,37.97,2025-06-20,Call,38.00,-0.24%,0.5,0.6,900,368,2.45,21.98%,0.472823,"11:38 ET"
TSM,212.01,2025-06-13,Put,215.00,+2.10%,5.3,5.4,564,233,2.42,31.24%,-0.691051,"11:38 ET"
GOOGL,180.15,2026-06-18,Put,180.00,+0.53%,19.55,19.75,2441,1007,2.42,26.89%,-0.41123,"11:47 ET"
PLUG,1.305,2025-07-18,Call,1.5000,-13.59%,0.19,0.21,8610,3555,2.42,165.59%,0.506627,"11:51 ET"
VG,16.66,2025-08-15,Call,22.50,-35.38%,0.55,0.8,537,223,2.41,89.12%,0.258782,"10:25 ET"
VRNA,86.57,2025-07-18,Put,80.00,-6.98%,2.45,2.85,1020,425,2.4,50.35%,-0.281303,"11:08 ET"
TSLA,318.14,2025-06-13,Put,305.00,-4.10%,3.65,3.75,11980,5002,2.4,62.49%,-0.255919,"11:51 ET"
PONY,13.02,2025-06-27,Call,18.00,-37.93%,0.27,0.43,552,231,2.39,155.83%,0.158911,"11:23 ET"
GM,48.9,2025-06-20,Put,46.50,-4.69%,0.25,0.27,590,247,2.39,29.60%,-0.176726,"11:11 ET"
MSFT,469.35,2025-06-13,Call,472.50,-0.96%,1.64,1.66,7049,2954,2.39,17.31%,0.318453,"11:50 ET"
SHOP,108.33,2025-06-20,Call,111.00,-2.30%,2.19,2.32,536,225,2.38,43.88%,0.409126,"11:37 ET"
SMR,34.88,2025-06-13,Call,38.00,-10.30%,0.5,0.7,716,301,2.38,93.35%,0.266845,"11:48 ET"
NFLX,1187.99,2025-06-13,Put,"1,195.00",+0.86%,15.55,16.6,1163,488,2.38,26.78%,-0.556868,"11:47 ET"
CVX,144.53,2025-06-13,Call,147.00,-1.78%,0.5,0.55,4989,2092,2.38,23.71%,0.250943,"11:50 ET"
APP,380.61,2025-06-13,Call,410.00,-6.77%,2.25,2.65,1317,555,2.37,63.95%,0.188609,"11:50 ET"
DBI,2.92,2025-06-20,Put,3.00,+1.35%,0.2,0.25,1039,441,2.36,103.58%,-0.511833,"11:50 ET"
CRWV,152.8,2025-06-20,Call,155.00,-2.36%,9.1,10,1394,591,2.36,129.93%,0.511414,"11:42 ET"
GOOGL,180.15,2025-07-25,Call,180.00,-0.53%,7.45,8.1,678,289,2.35,26.89%,0.531609,"11:50 ET"
OKLO,52.31,2025-06-13,Call,60.00,-17.30%,0.35,0.4,3091,1326,2.33,98.30%,0.125582,"11:51 ET"
SMCI,42.8,2025-07-03,Call,47.00,-10.41%,1.39,1.45,627,270,2.32,66.07%,0.327432,"11:19 ET"
CHWY,45.34,2025-06-13,Call,48.00,-6.50%,1.15,1.19,4215,1816,2.32,55.29%,0.342245,"11:51 ET"
TSLA,318.14,2025-06-27,Call,360.00,-13.20%,5.05,5.1,6718,2922,2.3,62.49%,0.214408,"11:51 ET"
X,53.12,2025-06-13,Call,54.00,-1.73%,0.31,0.35,7913,3433,2.3,29.74%,0.323978,"11:45 ET"
GOOGL,180.15,2025-06-13,Put,175.00,-2.26%,0.6,0.62,8513,3730,2.28,26.89%,-0.191868,"11:51 ET"
BAX,31.51,2025-07-18,Call,32.50,-3.34%,0.95,1.05,10190,4472,2.28,33.40%,0.411635,"11:50 ET"
IQ,1.825,2026-01-16,Call,1.5000,+17.21%,0.52,0.56,2630,1160,2.27,248.70%,0.748556,"11:10 ET"
META,697.93,2025-06-13,Put,700.00,+0.91%,9.6,9.75,3465,1527,2.27,28.39%,-0.553387,"11:51 ET"
NBIS,50.89,2025-06-13,Call,52.00,-4.19%,1.35,1.45,743,329,2.26,88.34%,0.396844,"11:38 ET"
CRWV,152.8,2025-06-13,Put,143.00,-5.57%,4.25,4.7,1001,443,2.26,129.93%,-0.289638,"11:51 ET"
META,697.93,2025-06-13,Call,705.00,-1.63%,4.85,5,4246,1882,2.26,28.39%,0.356432,"11:52 ET"
NVO,79.91,2025-06-13,Call,80.00,-0.67%,1.25,1.31,2391,1065,2.25,46.47%,0.451711,"11:51 ET"
JPM,267.74,2025-06-27,Call,270.00,-0.96%,3.65,3.7,1076,480,2.24,20.35%,0.434177,"11:51 ET"
BMY,50.38,2025-06-20,Call,51.00,-1.47%,0.64,0.67,2118,944,2.24,28.85%,0.381694,"11:47 ET"
NFLX,1187.99,2025-06-13,Put,"1,200.00",+1.28%,18.45,19.55,2770,1234,2.24,26.78%,-0.613845,"11:50 ET"
TSLA,318.14,2025-06-13,Call,332.50,-4.55%,4,4.1,8248,3690,2.24,62.49%,0.293473,"11:51 ET"
TGT,101.79,2025-06-20,Call,101.00,+1.22%,3,3.1,1105,495,2.23,34.01%,0.600362,"11:40 ET"
PFE,24.31,2025-10-17,Call,25.00,-2.71%,1.11,1.13,2604,1174,2.22,24.69%,0.434224,"10:57 ET"
TEM,67.7,2025-06-13,Call,68.00,-1.95%,1.9,2,3244,1473,2.2,84.74%,0.453167,"11:50 ET"
IONQ,40.39,2025-06-13,Put,42.00,+3.60%,2.21,2.31,501,229,2.19,88.68%,-0.572837,"11:50 ET"
CRWV,152.8,2025-06-20,Call,145.00,+4.25%,13.55,14.6,913,419,2.18,129.93%,0.681083,"11:49 ET"
CPNG,28,2025-06-20,Put,27.50,-1.72%,0.28,0.32,922,422,2.18,27.04%,-0.338673,"11:33 ET"
MNST,62.89,2025-07-18,Call,65.00,-3.59%,0.75,0.85,959,439,2.18,20.26%,0.324233,"11:33 ET"
NFLX,1187.99,2025-06-13,Call,"1,225.00",-3.39%,3.15,3.35,1651,757,2.18,26.78%,0.170076,"11:49 ET"
TSLA,318.14,2025-06-20,Call,315.00,+0.95%,15.35,15.45,10256,4712,2.18,62.49%,0.572792,"11:51 ET"
BMY,50.38,2025-08-15,Call,52.50,-4.46%,1.74,1.79,5573,2573,2.17,28.85%,0.391154,"11:42 ET"
META,697.93,2025-06-13,Put,697.50,+0.55%,8.25,8.45,1385,640,2.16,28.39%,-0.504324,"11:51 ET"
NVTS,8.25,2025-06-13,Call,9.00,-16.58%,0.2,0.3,3668,1695,2.16,130.53%,0.281481,"11:49 ET"
TSLA,318.14,2025-06-13,Call,327.50,-2.98%,5.45,5.55,6871,3182,2.16,62.49%,0.369032,"11:51 ET"
META,697.93,2025-06-13,Call,715.00,-3.07%,2.26,2.32,9482,4399,2.16,28.39%,0.200826,"11:51 ET"
NVDA,143.02,2025-06-13,Call,143.00,-0.58%,1.95,1.96,52319,24202,2.16,35.43%,0.49044,"11:51 ET"
PLTR,131.61,2025-06-20,Put,132.00,+1.18%,4.85,4.95,1950,908,2.15,54.84%,-0.491947,"11:50 ET"
META,697.93,2025-06-13,Call,725.00,-4.51%,0.98,1,3622,1682,2.15,28.39%,0.100071,"11:52 ET"
BTU,13.52,2025-06-13,Call,14.00,-3.78%,0.11,0.14,1152,539,2.14,52.66%,0.285455,"11:28 ET"
AMD,123,2025-06-13,Put,121.00,-0.53%,1.87,1.88,3860,1815,2.13,40.28%,-0.412458,"11:51 ET"
IONQ,40.39,2025-06-13,Call,45.00,-11.00%,0.47,0.5,5604,2632,2.13,88.68%,0.207606,"11:51 ET"
GOOGL,180.15,2025-06-13,Call,190.00,-6.12%,0.14,0.15,6063,2844,2.13,26.89%,0.054313,"11:51 ET"
TGT,101.79,2025-06-13,Call,105.00,-2.69%,0.57,0.61,988,467,2.12,34.01%,0.255066,"11:45 ET"
MU,114.69,2025-06-13,Call,114.00,-0.49%,2.06,2.12,1633,769,2.12,56.38%,0.513789,"11:51 ET"
VKTX,29,2025-06-13,Call,30.00,-2.46%,0.58,0.69,1687,795,2.12,70.54%,0.406415,"11:51 ET"
SNOW,207.32,2025-06-13,Call,212.50,-2.42%,0.97,1.05,673,319,2.11,31.30%,0.254519,"11:49 ET"
T,28.58,2025-06-20,Put,28.50,+0.21%,0.38,0.42,665,316,2.1,23.15%,-0.501299,"11:48 ET"
TSLA,318.14,2025-06-20,Put,312.50,-1.74%,10.15,10.25,1824,869,2.1,62.49%,-0.39931,"11:50 ET"
CNQ,32.47,2025-08-15,Call,35.00,-8.39%,0.45,0.55,1928,917,2.1,32.05%,0.255669,"11:41 ET"
AMD,123,2025-06-13,Call,129.00,-6.05%,0.5,0.52,3403,1619,2.1,40.28%,0.156285,"11:50 ET"
NVDA,143.02,2025-06-13,Put,142.00,-0.12%,1.69,1.7,25557,12166,2.1,35.43%,-0.433247,"11:51 ET"
PLCE,4.12,2025-07-18,Put,4.00,-3.85%,0.4,0.45,747,359,2.08,154.00%,-0.428282,"11:37 ET"
TSLA,318.14,2025-06-13,Call,352.50,-10.84%,1.13,1.15,5137,2498,2.06,62.49%,0.102426,"11:51 ET"
NVTS,8.25,2025-06-27,Call,8.50,-10.10%,0.65,0.75,542,265,2.05,130.53%,0.461598,"11:47 ET"
NVTS,8.25,2025-06-13,Put,7.50,-2.85%,0.35,0.4,1655,807,2.05,130.53%,-0.365868,"11:50 ET"
TSM,212.01,2025-06-13,Call,212.50,-0.92%,1.78,1.8,6297,3076,2.05,31.24%,0.415362,"11:50 ET"
ALT,6.69,2025-06-13,Call,6.50,+2.26%,0.4,0.45,900,442,2.04,310.39%,0.622739,"11:51 ET"
VST,163.94,2025-06-20,Put,160.00,-1.88%,3.85,4.1,1263,620,2.04,52.32%,-0.380193,"11:31 ET"
AMD,123,2025-07-11,Call,130.00,-6.87%,2.92,2.98,1134,559,2.03,40.28%,0.33092,"11:48 ET"
NFLX,1187.99,2025-06-13,Put,"1,150.00",-2.94%,2.55,2.8,1798,888,2.02,26.78%,-0.136471,"11:51 ET"
NFLX,1187.99,2025-06-13,Call,"1,230.00",-3.81%,2.55,2.6,1962,983,2,26.78%,0.142035,"11:50 ET"
TSLA,318.14,2025-06-13,Put,292.50,-8.03%,1.45,1.47,5822,2910,2,62.49%,-0.119176,"11:51 ET"
LULU,261.39,2025-08-15,Put,240.00,-8.36%,6.7,6.95,645,324,1.99,34.45%,-0.254227,"11:38 ET"
JPM,267.74,2027-01-15,Put,240.00,-10.26%,18.95,19.25,927,465,1.99,20.35%,-0.28213,"11:18 ET"
ASO,44.15,2025-06-13,Put,42.00,-5.91%,0.15,0.3,641,323,1.98,41.68%,-0.160288,"11:31 ET"
COGT,7.34,2025-08-15,Put,5.00,-31.69%,0.9,1.8,2000,1012,1.98,128.59%,-0.18495,"09:54 ET"
CRWV,152.8,2025-06-13,Call,155.00,-2.36%,6.35,6.7,3316,1677,1.98,129.93%,0.489782,"11:51 ET"
AMZN,216.03,2025-06-13,Put,215.00,-0.10%,2.12,2.15,6971,3524,1.98,27.27%,-0.447957,"11:51 ET"
PLTR,131.61,2025-06-13,Call,135.00,-3.48%,1.63,1.66,25315,12845,1.97,54.84%,0.339042,"11:51 ET"
CHWY,45.34,2025-06-13,Put,41.00,-9.03%,0.4,0.42,771,394,1.96,55.29%,-0.155785,"11:50 ET"
QUBT,15.68,2025-06-20,Call,18.00,-13.78%,0.55,0.7,788,402,1.96,126.07%,0.314757,"11:49 ET"
TEM,67.7,2026-01-16,Call,120.00,-79.91%,6.1,6.4,596,305,1.95,84.74%,0.298651,"11:11 ET"
NFLX,1187.99,2025-06-13,Put,"1,192.50",+0.65%,14.15,15.25,672,349,1.93,26.78%,-0.52537,"11:45 ET"
SEDG,20.96,2025-06-13,Call,24.00,-14.01%,0.16,0.32,993,514,1.93,102.85%,0.15239,"11:46 ET"
TSLA,318.14,2025-06-27,Call,315.00,+0.95%,19.15,19.3,2498,1297,1.93,62.49%,0.569547,"11:51 ET"
TSLA,318.14,2027-12-17,Put,150.00,-52.83%,22.1,22.45,5007,2596,1.93,62.49%,-0.09189,"11:36 ET"
GOOGL,180.15,2025-06-20,Put,177.50,-0.87%,2.22,2.25,2291,1194,1.92,26.89%,-0.379921,"11:49 ET"
PLNT,101.34,2025-07-18,Call,105.00,-3.48%,2.2,2.4,509,268,1.9,27.62%,0.383545,"11:28 ET"
MU,114.69,2025-07-03,Call,114.00,-0.49%,7,7.15,3053,1610,1.9,56.38%,0.537029,"11:47 ET"
AVGO,245.32,2025-06-13,Call,245.00,-0.99%,3.1,3.2,4611,2426,1.9,36.45%,0.463874,"11:51 ET"
CHWY,45.34,2025-06-13,Call,55.00,-22.03%,0.11,0.12,788,418,1.89,55.29%,0.052421,"11:50 ET"
MRK,80.95,2025-06-27,Call,83.00,-2.62%,1.22,1.27,1209,639,1.89,31.38%,0.356619,"11:48 ET"
TSM,212.01,2025-06-13,Put,205.00,-2.65%,0.81,0.83,2618,1385,1.89,31.24%,-0.197318,"11:49 ET"
TSLA,318.14,2025-06-13,Put,290.00,-8.81%,1.19,1.21,18504,9768,1.89,62.49%,-0.100587,"11:51 ET"
RKLB,27.89,2025-06-13,Put,25.50,-7.88%,0.18,0.21,619,330,1.88,72.62%,-0.142365,"11:51 ET"
INSM,90.05,2025-08-15,Call,100.00,-11.26%,4.8,5.7,1047,559,1.87,45.90%,0.391436,"10:52 ET"
ETOR,66.16,2025-06-20,Put,55.00,-17.04%,0.25,0.35,1087,581,1.87,87.30%,-0.072316,"11:49 ET"
MSFT,469.35,2025-06-13,Put,467.50,-0.11%,2.68,2.74,2895,1548,1.87,17.31%,-0.443354,"11:50 ET"
PLTR,131.61,2025-06-13,Call,132.00,-1.18%,2.8,2.84,13088,7000,1.87,54.84%,0.49163,"11:51 ET"
TSLA,318.14,2025-06-13,Put,300.00,-5.67%,2.58,2.59,31235,16684,1.87,62.49%,-0.192149,"11:51 ET"
X,53.12,2025-06-13,Put,49.00,-7.69%,0.1,0.25,520,280,1.86,29.74%,-0.123666,"11:43 ET"
TSLA,318.14,2025-07-03,Call,395.00,-24.20%,3.3,3.4,624,335,1.86,62.49%,0.129788,"11:39 ET"
RKLB,27.89,2025-06-13,Put,26.50,-4.26%,0.37,0.44,961,518,1.86,72.62%,-0.275062,"11:49 ET"
AAPL,202.81,2025-06-13,Call,202.50,+0.08%,2.7,2.73,20039,10791,1.86,26.85%,0.547798,"11:51 ET"
CELH,42.84,2025-06-13,Call,44.00,-3.17%,0.41,0.45,1495,806,1.85,51.65%,0.307096,"11:50 ET"
ENPH,45.62,2025-06-20,Call,44.50,+2.84%,3.45,3.55,751,408,1.84,75.97%,0.613301,"11:11 ET"
CVX,144.53,2025-06-13,Call,146.00,-1.09%,0.79,0.85,825,449,1.84,23.71%,0.346585,"11:48 ET"
TSLA,318.14,2025-06-13,Put,320.00,+0.62%,9.6,9.7,14636,7969,1.84,62.49%,-0.502547,"11:51 ET"
NFLX,1187.99,2025-06-20,Call,"1,230.00",-3.81%,7.15,7.65,526,288,1.83,26.78%,0.242849,"11:51 ET"
APP,380.61,2025-06-13,Call,390.00,-1.56%,8.4,8.9,536,293,1.83,63.95%,0.453748,"11:44 ET"
NVO,79.91,2025-06-13,Call,81.00,-1.93%,0.86,0.9,733,401,1.83,46.47%,0.348657,"11:37 ET"
CSCO,65.59,2025-07-18,Put,65.00,-0.51%,1.3,1.34,1944,1065,1.83,17.24%,-0.438857,"11:35 ET"
AAPL,202.81,2025-06-13,Put,197.50,-2.55%,0.58,0.59,16024,8743,1.83,26.85%,-0.174551,"11:50 ET"
TSLA,318.14,2025-06-13,Call,325.00,-2.19%,6.3,6.35,38258,20911,1.83,62.49%,0.409211,"11:51 ET"
APP,380.61,2025-06-13,Call,395.00,-2.86%,6.4,6.8,938,519,1.81,63.95%,0.380695,"11:50 ET"
GOOG,181.65,2025-06-20,Put,177.50,-1.72%,1.7,1.72,1029,569,1.81,26.72%,-0.311335,"11:51 ET"
TSLA,318.14,2025-07-03,Call,320.00,-0.62%,20.35,20.45,1285,710,1.81,62.49%,0.530704,"11:51 ET"
LCTX,0.8098,2025-12-19,Call,1.0000,-21.43%,0.2,0.25,2069,1140,1.81,185.72%,0.531073,"11:44 ET"
DAL,50.92,2025-09-19,Put,47.00,-7.99%,2.63,2.68,4671,2575,1.81,44.71%,-0.306495,"11:43 ET"
IBM,276.2,2025-06-20,Call,277.50,-1.00%,3,3.2,598,332,1.8,22.29%,0.429483,"11:44 ET"
DASH,213.57,2025-06-13,Call,215.00,-1.07%,2.32,2.67,986,548,1.8,34.16%,0.453148,"11:50 ET"
AVGO,245.32,2025-06-13,Put,232.50,-4.16%,0.5,0.52,2519,1396,1.8,36.45%,-0.106591,"11:51 ET"
SNOW,207.32,2025-06-13,Call,215.00,-3.63%,0.51,0.57,3131,1757,1.78,31.30%,0.154083,"11:49 ET"
AAPL,202.81,2025-06-13,Call,205.00,-1.15%,1.54,1.56,55726,31228,1.78,26.85%,0.382645,"11:51 ET"
FE,40.06,2025-06-20,Call,40.00,-0.58%,0.4,0.5,517,292,1.77,18.87%,0.445645,"10:46 ET"
GOOG,181.65,2025-10-17,Call,185.00,-2.43%,12.55,12.65,1918,1082,1.77,26.72%,0.520814,"11:47 ET"
SEZL,118.43,2025-06-20,Put,115.00,+0.44%,5.5,6.9,517,294,1.76,80.05%,-0.444213,"11:40 ET"
NU,11.88,2025-06-13,Call,11.50,+3.04%,0.41,0.46,614,348,1.76,36.71%,0.828272,"11:49 ET"
NFLX,1187.99,2025-06-13,Call,"1,235.00",-4.24%,1.96,2.04,659,375,1.76,26.78%,0.114503,"11:50 ET"
PNC,180.07,2025-06-13,Put,175.00,-2.98%,0.3,0.45,509,291,1.75,21.89%,-0.137654,"11:35 ET"
QCOM,158.83,2025-10-17,Put,155.00,-1.80%,10.5,10.6,500,287,1.74,30.19%,-0.407045,"10:26 ET"
HIMS,55.91,2025-06-20,Call,57.00,-4.24%,2.4,2.56,1040,597,1.74,86.91%,0.455845,"11:51 ET"
NVDA,143.02,2027-12-17,Put,60.00,-57.80%,4.1,4.2,7021,4034,1.74,35.43%,-0.058398,"11:39 ET"
APLD,12.8,2025-06-13,Call,16.00,-25.98%,0.13,0.14,26889,15506,1.73,119.40%,0.125981,"11:51 ET"
AMZN,216.03,2025-11-21,Put,220.00,+2.23%,18.8,18.9,633,369,1.72,27.27%,-0.472593,"11:20 ET"
CRWV,152.8,2025-06-13,Put,140.00,-7.55%,3.25,3.5,5526,3211,1.72,129.93%,-0.241969,"11:51 ET"
PLTR,131.61,2025-06-13,Put,132.00,+1.18%,3.2,3.3,4094,2395,1.71,54.84%,-0.508829,"11:51 ET"
KHC,26.69,2025-06-13,Call,27.00,-1.01%,0.1,0.13,6147,3601,1.71,21.93%,0.307863,"11:51 ET"
DIS,119.64,2025-06-20,Put,115.00,-2.69%,0.38,0.43,642,377,1.7,20.38%,-0.175956,"11:51 ET"
NFLX,1187.99,2025-06-20,Call,"1,250.00",-5.50%,4,4.2,1074,633,1.7,26.78%,0.149159,"11:51 ET"
VG,16.66,2025-08-15,Call,30.00,-80.51%,0.15,0.3,1040,617,1.69,89.12%,0.095846,"10:25 ET"
PEP,131.19,2025-06-20,Call,131.00,+0.11%,2.06,2.14,1575,934,1.69,21.54%,0.513367,"11:49 ET"
NVDA,143.02,2025-06-13,Put,141.00,-0.82%,1.3,1.31,12126,7186,1.69,35.43%,-0.359858,"11:51 ET"
META,697.93,2025-06-13,Call,707.50,-1.99%,4.05,4.2,557,331,1.68,28.39%,0.314275,"11:51 ET"
MCD,300.51,2025-06-13,Call,305.00,-1.24%,0.55,0.61,557,333,1.67,17.67%,0.197013,"11:48 ET"
NVO,79.91,2025-12-19,Put,65.00,-18.21%,3.65,3.8,1240,746,1.66,46.47%,-0.214302,"10:41 ET"
F,10.6,2025-07-25,Call,11.50,-8.70%,0.15,0.17,1291,778,1.66,25.87%,0.24717,"11:34 ET"
GME,29.75,2025-06-27,Call,29.00,+2.65%,2.65,2.76,816,495,1.65,82.27%,0.597646,"11:48 ET"
ASO,44.15,2025-06-13,Call,46.00,-3.05%,0.35,0.55,1013,614,1.65,41.68%,0.290548,"11:50 ET"
NFLX,1187.99,2025-06-13,Put,"1,140.00",-3.78%,1.68,1.83,680,414,1.64,26.78%,-0.094131,"11:51 ET"
GE,242.63,2025-06-13,Call,250.00,-3.19%,0.55,0.76,772,470,1.64,34.36%,0.163253,"11:50 ET"
